risk_id,stock_code,company_name,risk_category,risk_flag,risk_description,source_id,severity,human_review_required,mitigation_or_next_step
RISK-01416,00605.HK,中国金融投资管理,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01417,00606.HK,中骏商管,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01418,00606.HK,中骏商管,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01419,00606.HK,中骏商管,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01420,00607.HK,丰盛控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01421,00607.HK,丰盛控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01422,00607.HK,丰盛控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01423,00608.HK,达利国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01424,00608.HK,达利国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01425,00608.HK,达利国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01426,00609.HK,天德化工,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01427,00609.HK,天德化工,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01428,00609.HK,天德化工,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01429,00610.HK,WAI KEE HOLD,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01430,00610.HK,WAI KEE HOLD,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01431,00610.HK,WAI KEE HOLD,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01432,00611.HK,中国核能科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01433,00611.HK,中国核能科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01434,00611.HK,中国核能科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01435,00612.HK,嘉文世纪投资公司,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01436,00612.HK,嘉文世纪投资公司,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01437,00612.HK,嘉文世纪投资公司,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01438,00613.HK,梧桐国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01439,00613.HK,梧桐国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01440,00613.HK,梧桐国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01441,00616.HK,财富链,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01442,00616.HK,财富链,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01443,00616.HK,财富链,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01444,00617.HK,百利保控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01445,00617.HK,百利保控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01446,00617.HK,百利保控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01447,00618.HK,北大资源,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01448,00618.HK,北大资源,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01449,00618.HK,北大资源,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01450,00619.HK,南华金融,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01451,00619.HK,南华金融,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01452,00619.HK,南华金融,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01453,00620.HK,大唐西市,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01454,00620.HK,大唐西市,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01455,00620.HK,大唐西市,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01456,00621.HK,坛金矿业,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01457,00621.HK,坛金矿业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01458,00621.HK,坛金矿业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01459,00622.HK,威华达控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01460,00622.HK,威华达控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01461,00622.HK,威华达控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01462,00623.HK,中视金桥,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01463,00623.HK,中视金桥,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01464,00623.HK,中视金桥,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01465,00626.HK,大众金融控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01466,00626.HK,大众金融控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01467,00626.HK,大众金融控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01468,00627.HK,共生智筑,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01469,00627.HK,共生智筑,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01470,00627.HK,共生智筑,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01471,00628.HK,通通ＡＩ社交,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01472,00628.HK,通通ＡＩ社交,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01473,00628.HK,通通ＡＩ社交,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01474,00629.HK,悦达国际控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01475,00629.HK,悦达国际控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01476,00629.HK,悦达国际控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01477,00630.HK,隽泰控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01478,00630.HK,隽泰控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01479,00630.HK,隽泰控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01480,00631.HK,三一国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01481,00631.HK,三一国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01482,00631.HK,三一国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01483,00632.HK,中港石油,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01484,00632.HK,中港石油,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01485,00632.HK,中港石油,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01486,00635.HK,彩星集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01487,00635.HK,彩星集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01488,00635.HK,彩星集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01489,00636.HK,KLN,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01490,00636.HK,KLN,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01491,00636.HK,KLN,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01492,00637.HK,利记,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01493,00637.HK,利记,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01494,00637.HK,利记,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01495,00638.HK,广和通,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01496,00638.HK,广和通,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01497,00638.HK,广和通,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01498,00639.HK,首钢资源,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01499,00639.HK,首钢资源,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01500,00639.HK,首钢资源,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01501,00640.HK,星谦发展,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01502,00640.HK,星谦发展,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01503,00640.HK,星谦发展,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01504,00641.HK,中国恒天立信国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01505,00641.HK,中国恒天立信国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01506,00641.HK,中国恒天立信国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01507,00643.HK,恒富控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01508,00643.HK,恒富控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01509,00643.HK,恒富控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01510,00645.HK,安域亚洲,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01511,00645.HK,安域亚洲,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01512,00645.HK,安域亚洲,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01513,00646.HK,中国环保科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01514,00646.HK,中国环保科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01515,00646.HK,中国环保科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01516,00650.HK,普达特科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01517,00650.HK,普达特科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01518,00650.HK,普达特科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01519,00653.HK,卓悦控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01520,00653.HK,卓悦控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01521,00653.HK,卓悦控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01522,00655.HK,香港华人有限公司,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01523,00655.HK,香港华人有限公司,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01524,00655.HK,香港华人有限公司,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01525,00656.HK,复星国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01526,00656.HK,复星国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01527,00656.HK,复星国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01528,00657.HK,环科国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01529,00657.HK,环科国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01530,00657.HK,环科国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01531,00658.HK,中国高速传动,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01532,00658.HK,中国高速传动,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01533,00658.HK,中国高速传动,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01534,00659.HK,周大福创建,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01535,00659.HK,周大福创建,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01536,00659.HK,周大福创建,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01537,00660.HK,玮俊生物科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01538,00660.HK,玮俊生物科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01539,00660.HK,玮俊生物科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01540,00661.HK,中国大冶有色金属,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01541,00661.HK,中国大冶有色金属,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01542,00661.HK,中国大冶有色金属,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01543,00662.HK,亚洲金融,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01544,00662.HK,亚洲金融,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01545,00662.HK,亚洲金融,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01546,00664.HK,铜师傅,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01547,00664.HK,铜师傅,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01548,00664.HK,铜师傅,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01549,00666.HK,瑞浦兰钧,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01550,00666.HK,瑞浦兰钧,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01551,00666.HK,瑞浦兰钧,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01552,00667.HK,中国东方教育,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
